School,Conference,Player Name,Class/Year,Total Minutes Played,Games Played,Games Started,Nationality,Hometown,Country,Source Stats URL,Source Roster URL,Data Confidence,Notes,Estimated Graduation,Position
Cal State Fullerton,Big West,Joshua Naumoff,Fr.,,,,USA,"Portland, Ore.",,,https://fullertontitans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 50%,2029,Goalkeeper
Cal State Fullerton,Big West,Jorge Quintero,Sr.,,,,USA,"Coachella, Calif.",,,https://fullertontitans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 50%,2026,Midfielder
California,ACC,Aidan Ahmad,Fr.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2029,Goalkeeper
California,ACC,Alex Robb,Fr.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2029,Goalkeeper
California,ACC,Ryan Savoie,Fr.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2029,Goalkeeper
California,ACC,Marco Brougher,Jr.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2027,Goalkeeper
California,ACC,Kevin Carmichael,Sr.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2026,Defender
California,ACC,Giancarlo Mota,So.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2028,Midfielder
California,ACC,Kai Djerbaka,So.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2028,Midfielder
California,ACC,Gaku Nishimura,Jr.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2027,Midfielder
California,ACC,Jack Bowers,So.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2028,Midfielder
California,ACC,Justin Knighton,So.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2028,Midfielder
California,ACC,Allan Juarez,Jr.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2027,Midfielder
California,ACC,Rohan McEligot,Jr.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2027,Midfielder
California,ACC,Nonso Adimabua,5th,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2025,Forward
California,ACC,Kieran Bracken Serra,Fr.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2029,Midfielder
California,ACC,Arik Duncan,Sr.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2026,Forward
California,ACC,Wisdom Onuoma,So.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2028,Midfielder
California,ACC,Griffin Gustafson,Fr.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2029,Defender
California,ACC,Adrian Guzman,Sr.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2026,Midfielder
California,ACC,Eli Wachs,Fr.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2029,Midfielder
California,ACC,Kevin Rodriguez,So.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2028,Midfielder
California,ACC,Brendan Bell,So.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2028,Midfielder
California,ACC,Alfredo Ortiz,Jr.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2027,Defender
California,ACC,Nik Laredo,So.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2028,Midfielder
California,ACC,Owen Bizzaro,So.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2028,Defender
California,ACC,Cameron Robie,Jr.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2027,Defender
California,ACC,Connor Lambe,R-Jr.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2027,Goalkeeper
California,ACC,Isaiah Thomas,So.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2028,Midfielder
California,ACC,Malcolm Zalayet,Fr.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2029,Forward
California,ACC,Wyatt Meyer,Sr.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2026,Defender
California,ACC,Santiago Hopkins,Sr.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2026,Defender
California,ACC,Joe Chalwin,Fr.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2029,Midfielder
California,ACC,Israel Cortez,Fr.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2029,Midfielder
California,ACC,Matthew McGrew,Fr.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2029,Midfielder
California,ACC,Beau Morrison,Fr.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2029,Defender
California,ACC,Arseni Metelitsa,Fr.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2029,Defender
California,ACC,Adrian Jacobs,Jr.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2027,Midfielder
California,ACC,Federico Barbieri,R-Jr.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2027,Defender
California,ACC,Michael Luckhurst,So.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2028,Forward
California,ACC,Noe Aubanel,So.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2028,Midfielder
California,ACC,Zack Andoh,So.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2028,Goalkeeper
California,ACC,Thomas Grimes,Jr.,,,,,,,,https://calbears.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2027,Goalkeeper
California Baptist,WAC,Hugo Do Rego,So.,,,,International,"Sandweiler, Luxembourg",Luxembourg,,https://cbulancers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2028,Goalkeeper
California Baptist,WAC,David Cordes,Sr.,,,,USA,"Phoenix, Ariz.",,,https://cbulancers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2026,Defender
California Baptist,WAC,Michael Mor,Fr.,,,,International,"Tel Aviv, Israel",Israel,,https://cbulancers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2029,Defender
California Baptist,WAC,Otto Gustafsson,So.,,,,International,"Boras, Sweden",Sweden,,https://cbulancers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2028,Defender
California Baptist,WAC,Erik Krohnstad,So.,,,,International,"Bergen, Norway",Norway,,https://cbulancers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2028,Midfielder
California Baptist,WAC,Alex Henderson,Gr.,,,,International,"Ipswich, England",United Kingdom,,https://cbulancers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2025,Defender
California Baptist,WAC,Josh Hallenberger,Gr.,,,,USA,"San Antonio, Texas",,,https://cbulancers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2025,Forward
California Baptist,WAC,Stavros Charalampous,So.,,,,International,"Nicosia, Cyprus",Cyprus,,https://cbulancers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2028,Midfielder
California Baptist,WAC,Leo Mendez,Gr.,,,,USA,"Perris, Calif.",,,https://cbulancers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2025,Forward
California Baptist,WAC,Drew Hardin,So.,,,,USA,"Arkadelphia, AR",,,https://cbulancers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2028,Midfielder
California Baptist,WAC,Luis Borrero,So.,,,,International,"Hamburg, Germany",Germany,,https://cbulancers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2028,Forward
California Baptist,WAC,Jan Quispel,Gr.,,,,International,"Emmen, Netherlands",Netherlands,,https://cbulancers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2025,Midfielder
California Baptist,WAC,Kieran Robson,Jr.,,,,USA,"Redlands, Calif.",,,https://cbulancers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2027,Forward
California Baptist,WAC,Dominic De Almeida,Gr.,,,,USA,"Lincoln Park, N.J.",,,https://cbulancers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2025,Defender
California Baptist,WAC,Danny Hernandez,So.,,,,USA,"Riverside, Calif.",,,https://cbulancers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2028,Forward
California Baptist,WAC,Tizian Marth,Fr.,,,,International,"Neufeld, Austria",Austria,,https://cbulancers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2029,Midfielder
California Baptist,WAC,Alex Mendez,Jr.,,,,USA,"East Los Angeles, Calif.",,,https://cbulancers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2027,Midfielder
California Baptist,WAC,Luke Fischer,Fr.,,,,USA,"Highlands Ranch, Colo.",,,https://cbulancers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2029,Defender
California Baptist,WAC,Luca Contestabile,Gr.,,,,USA,"Chaska, Minn.",,,https://cbulancers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2025,Midfielder
California Baptist,WAC,Blake D'Agostino,Fr.,,,,USA,"Greenwood Village, Colo.",,,https://cbulancers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2029,Forward
California Baptist,WAC,Andrew Lovell,Fr.,,,,USA,"Kaneohe, Hawaii",,,https://cbulancers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2029,Forward
California Baptist,WAC,Uly Martinez,Jr.,,,,USA,"Mount Angel, Ore.",,,https://cbulancers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2027,Defender
California Baptist,WAC,Easton Hoch,Fr.,,,,International,"Zurich, Switzerland",Switzerland,,https://cbulancers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2029,Forward
California Baptist,WAC,Kristian Johnson,So.,,,,USA,"Redlands, Calif.",,,https://cbulancers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2028,Defender
California Baptist,WAC,Jiro Uchida,Fr.,,,,USA,"Tempe, AZ",,,https://cbulancers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2029,Forward
California Baptist,WAC,Luka Kozomara,Sr.,,,,USA,"Cliffside Park, N.J.",,,https://cbulancers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2026,Forward
California Baptist,WAC,Tate Glock,Fr.,,,,USA,"Eugene, Ore.",,,https://cbulancers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2029,Goalkeeper
California Baptist,WAC,Ethan Russell,Sr.,,,,USA,"Winchester, Vir.",,,https://cbulancers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 46%,2026,Goalkeeper
Campbell,Big South,Luke Holdstock,Fr.,,,,USA,"Cary, N.C.",,,https://gocamels.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2029,Goalkeeper
Campbell,Big South,Samy Slimi,So.,,,,International,"Boulogne-Billancourt, France",France,,https://gocamels.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2028,Goalkeeper
Campbell,Big South,Lilian Fichelle,Fr.,,,,International,"Attiches, France",France,,https://gocamels.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2029,Defender
Campbell,Big South,Téva Lossec,Jr.,,,,International,"Lesneven, France",France,,https://gocamels.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2027,Defender
Campbell,Big South,Daniel Osei-Tutu,Gr.,,,,International,"Kumasi, Ghana",Ghana,,https://gocamels.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2025,Midfielder
Campbell,Big South,Jake Roberts,So.,,,,USA,"Huntersville, N.C.",,,https://gocamels.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2028,Defender
Campbell,Big South,Lotem Ben Dov,Gr.,,,,International,"Pekah Tikva, Israel",Israel,,https://gocamels.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2025,Midfielder
Campbell,Big South,Tai-Reece Chisholm,Sr.,,,,International,"Birmingham, England",United Kingdom,,https://gocamels.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2026,Midfielder
Campbell,Big South,Evans Dapaah,So.,,,,International,"Accra, Ghana",Ghana,,https://gocamels.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2028,Midfielder
Campbell,Big South,Ugo Bertelli,Jr.,,,,International,"Marseille, France",France,,https://gocamels.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2027,Midfielder
Campbell,Big South,Curtis De Leon,Sr.,,,,USA,"Raleigh, N.C.",,,https://gocamels.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2026,Midfielder
Campbell,Big South,Emilio Garza,Jr.,,,,International,"Mexico City, Mexico",Mexico,,https://gocamels.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2027,Defender
Campbell,Big South,Kwame Kwakye,Fr.,,,,International,"Accra, Ghana",Ghana,,https://gocamels.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2029,Forward
Campbell,Big South,Sam Roberson,So.,,,,USA,"Glen Allen, Va.",,,https://gocamels.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2028,Forward
Campbell,Big South,Owen Mikoy,R-Sr.,,,,USA,"Atlanta, Ga.",,,https://gocamels.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2026,Defender
Campbell,Big South,Landon deLeeuw,Fr.,,,,USA,"Flower Mound, Texas",,,https://gocamels.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2029,Forward
Campbell,Big South,Luc Lavielle,Fr.,,,,USA,"Cary, N.C.",,,https://gocamels.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2029,Forward
Campbell,Big South,Filipe Matos,So.,,,,International,"Riachos, Portugal",Portugal,,https://gocamels.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2028,Midfielder
